timestamp,cpu_temperature,cpu_usage,cpu_load,memory_usage,battery_level,cpu_power
2024-11-25 19:51:56.247391,,97.73411464319742,0.0,57.1,94.0,
2024-11-25 19:51:56.461527,,0.0,0.0,57.1,94.0,63.36230318904377
2024-11-25 19:51:56.674552,,1.0,0.0,57.1,94.0,
2024-11-25 19:51:56.887360,103.45899565061754,90.64367610146434,0.0,57.1,94.0,
2024-11-25 19:51:57.105278,,1.1,0.0,57.1,94.0,70.37343950579404
2024-11-25 19:51:57.320306,,94.97963898818358,0.0,57.1,94.0,
2024-11-25 19:51:57.535320,,0.0,0.0,57.1,94.0,
2024-11-25 19:51:57.749552,,94.74384536262369,0.0,57.1,94.0,
2024-11-25 19:51:57.977567,,0.0,0.0,57.1,94.0,
2024-11-25 19:51:58.195417,,1.9,0.0,57.0,94.0,
2024-11-25 19:51:58.409913,,0.0,0.0,57.0,94.0,62.104712651593125
2024-11-25 19:51:58.624360,,6.2,0.0,57.0,94.0,
2024-11-25 19:51:58.842944,,2.1,0.0,57.0,94.0,
2024-11-25 19:51:59.058582,,1.9,0.0,57.0,94.0,
2024-11-25 19:51:59.277534,,0.8,0.0,57.0,94.0,
2024-11-25 19:51:59.492654,,3.8,0.0,57.0,94.0,
2024-11-25 19:51:59.708167,,0.0,0.0,57.0,94.0,
2024-11-25 19:51:59.923461,,6.5,0.0,57.1,94.0,
2024-11-25 19:52:00.139212,,94.73837678578907,0.0,57.0,94.0,
2024-11-25 19:52:00.353164,,3.8,0.0,57.0,94.0,
2024-11-25 19:52:00.565750,90.96780812346542,98.09618639039302,0.0,95.64607718637517,94.0,
2024-11-25 19:52:00.781910,,1.1,0.0,57.0,94.0,
2024-11-25 19:52:00.997599,,0.9,0.0,57.0,94.0,
2024-11-25 19:52:01.215247,,3.1,0.0,57.0,94.0,
2024-11-25 19:52:01.431622,,2.1,0.0,57.0,94.0,
2024-11-25 19:52:01.647579,,1.8,0.0,57.0,94.0,
2024-11-25 19:52:01.860551,,2.3,0.0,57.0,94.0,
2024-11-25 19:52:02.076026,103.00641516681632,1.9,0.0,57.1,94.0,
2024-11-25 19:52:02.287855,,2.2,0.0,57.0,94.0,
2024-11-25 19:52:02.504236,,1.1,0.0,57.0,1.8208388414262,57.47383904127669
2024-11-25 19:52:02.718272,90.81411241818604,1.0,0.0,57.0,94.0,
2024-11-25 19:52:02.932745,,0.0,0.0,57.0,94.0,
2024-11-25 19:52:03.146594,,2.0,0.0,57.0,94.0,
2024-11-25 19:52:03.362638,,2.1,0.0,57.0,94.0,
2024-11-25 19:52:03.576118,,0.0,0.0,57.0,1.6991003826232798,
2024-11-25 19:52:03.789256,,0.0,0.0,57.0,5.505730775242798,
2024-11-25 19:52:04.007181,,2.3,0.0,57.0,94.0,
2024-11-25 19:52:04.221938,100.44212685542955,93.43582073601812,0.0,57.1,94.0,
2024-11-25 19:52:04.442735,97.59215607341844,0.8,0.0,57.0,94.0,
2024-11-25 19:52:04.657611,,1.0,0.0,57.0,94.0,
2024-11-25 19:52:04.870938,,1.1,0.0,57.0,94.0,
2024-11-25 19:52:05.085998,,1.0,0.0,57.0,94.0,
2024-11-25 19:52:05.303483,,0.0,0.0,57.0,94.0,99.89284084188282
2024-11-25 19:52:05.516805,,96.06579192484804,0.0,57.0,94.0,78.45117460208547
2024-11-25 19:52:05.730418,,3.1,0.0,56.9,94.0,95.30059201079717
2024-11-25 19:52:05.948003,,1.2,0.0,57.0,94.0,
2024-11-25 19:52:06.166398,,2.0,0.0,57.0,94.0,
2024-11-25 19:52:06.379876,,3.6,0.0,97.243892196445,94.0,
2024-11-25 19:52:06.592940,,1.1,0.0,96.39432656565096,94.0,
2024-11-25 19:52:06.805624,,1.9,0.0,57.0,94.0,
2024-11-25 19:52:07.024173,,1.8,0.0,57.1,94.0,
2024-11-25 19:52:07.241886,,2.0,0.0,57.0,6.000657189165722,
2024-11-25 19:52:07.458155,,7.0,0.0,57.0,94.0,
2024-11-25 19:52:07.753938,,1.0,0.0,57.6,94.0,
2024-11-25 19:52:07.967187,,17.3,0.0,57.6,94.0,
2024-11-25 19:52:08.178383,,0.0,0.0,57.6,94.0,
2024-11-25 19:52:08.391811,,7.5,0.0,57.5,94.0,94.83089329536492
2024-11-25 19:52:08.607043,,2.6,0.0,57.6,94.0,
2024-11-25 19:52:08.816879,,2.0,0.0,57.6,6.225010198469185,
2024-11-25 19:52:09.029220,,0.0,0.0,57.6,94.0,82.4675272995971
2024-11-25 19:52:09.241644,,0.0,0.0,57.6,94.0,
2024-11-25 19:52:09.454024,,1.1,0.0,57.6,6.646582988507141,65.31616747870376
2024-11-25 19:52:09.668203,,1.9,0.0,57.6,1.0267780299986706,
2024-11-25 19:52:09.881576,,1.0,0.0,57.5,94.0,
2024-11-25 19:52:10.094144,,2.1,0.0,57.5,94.0,
2024-11-25 19:52:10.308295,,0.0,0.0,57.6,94.0,98.62310039681239
2024-11-25 19:52:10.521213,,2.7,0.0,57.6,0.43141139995535815,
2024-11-25 19:52:10.739878,,3.2,0.0,57.6,94.0,
2024-11-25 19:52:10.955605,93.88722734485614,2.1,0.0,57.6,94.0,82.15322436196422
2024-11-25 19:52:11.170320,,0.0,0.0,57.5,94.0,
2024-11-25 19:52:11.389172,,1.1,0.0,57.5,94.0,
2024-11-25 19:52:11.604164,,2.1,0.0,57.5,94.0,
2024-11-25 19:52:11.819216,,0.8,0.0,57.5,94.0,
2024-11-25 19:52:12.035495,,1.8,0.0,57.5,1.5152258861286827,
2024-11-25 19:52:12.248534,,92.20643053686103,0.0,57.5,94.0,
2024-11-25 19:52:12.463025,,90.70056397215434,0.0,57.5,94.0,
2024-11-25 19:52:12.674667,,1.0,0.0,57.5,94.0,
2024-11-25 19:52:12.889193,,9.2,0.0,57.6,94.0,
2024-11-25 19:52:13.103943,98.63685147434116,0.0,0.0,98.33297917160868,94.0,
2024-11-25 19:52:13.322273,,5.5,0.0,57.5,94.0,
2024-11-25 19:52:13.535671,,0.0,0.0,98.5237173448714,94.0,
2024-11-25 19:52:13.749686,,90.65436511757605,0.0,57.5,9.56586147087422,
2024-11-25 19:52:13.963368,,4.1,0.0,57.3,94.0,
2024-11-25 19:52:14.189437,,0.0,0.0,57.3,94.0,
2024-11-25 19:52:14.408686,,91.48371572849622,0.0,96.89723641748907,3.8396439163202456,
2024-11-25 19:52:14.622683,,0.0,0.0,57.3,94.0,
2024-11-25 19:52:14.838633,92.33019075144804,1.7,0.0,57.3,94.0,
2024-11-25 19:52:15.052371,,6.8,0.0,57.4,94.0,
2024-11-25 19:52:15.265413,91.25980888880021,1.1,0.0,57.3,94.0,
2024-11-25 19:52:15.484428,,0.0,0.0,57.3,94.0,
2024-11-25 19:52:15.699425,,1.9,0.0,57.3,94.0,
2024-11-25 19:52:15.913188,,6.0,0.0,57.3,94.0,
2024-11-25 19:52:16.124188,,10.5,0.0,57.3,8.123027889007691,
2024-11-25 19:52:16.340359,,7.0,0.0,57.2,94.0,
2024-11-25 19:52:16.555088,91.61320327545951,6.7,0.0,57.3,2.0286951220122242,
2024-11-25 19:52:16.767679,,9.4,0.0,57.0,94.0,93.68804990058223
2024-11-25 19:52:16.985126,,8.7,0.0,57.0,94.0,
2024-11-25 19:52:17.197349,,10.0,0.0,57.1,94.0,
2024-11-25 19:52:17.411063,99.7105851503004,6.7,0.0,57.0,8.231261769451056,
2024-11-25 19:52:17.624943,,95.42757725012086,0.0,57.0,94.0,69.17930354092728
2024-11-25 19:52:17.836356,,8.8,0.0,57.0,94.0,
2024-11-25 19:52:18.046967,,0.0,0.0,57.0,94.0,
2024-11-25 19:52:18.259749,,0.0,0.0,57.0,9.739502810996688,
2024-11-25 19:52:18.471098,,0.0,0.0,57.0,94.0,
2024-11-25 19:52:18.683808,,0.0,0.0,57.0,7.207927446323923,
2024-11-25 19:52:18.897194,,3.1,0.0,99.50868976201421,94.0,
2024-11-25 19:52:19.111997,,1.0,0.0,57.0,94.0,
2024-11-25 19:52:19.324770,,3.5,0.0,57.1,94.0,
2024-11-25 19:52:19.535988,,90.43820713145661,0.0,95.60478179242494,94.0,
2024-11-25 19:52:19.748430,103.59684035894149,3.0,0.0,57.0,94.0,
2024-11-25 19:52:19.961623,,1.7,0.0,57.0,94.0,
2024-11-25 19:52:20.174839,,1.1,0.0,57.0,94.0,
2024-11-25 19:52:20.386713,,1.8,0.0,57.0,94.0,
2024-11-25 19:52:20.601969,,2.9,0.08,57.0,94.0,
2024-11-25 19:52:20.816473,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:21.030237,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:21.258526,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:21.471029,,3.7,0.08,57.1,94.0,
2024-11-25 19:52:21.683025,,0.0,0.08,57.0,94.0,54.9823273470751
2024-11-25 19:52:21.896988,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:22.109857,,1.2,0.08,57.0,94.0,
2024-11-25 19:52:22.323366,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:22.535770,,3.0,0.08,57.0,94.0,82.42113608062425
2024-11-25 19:52:22.748599,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:22.960617,,0.8,0.08,57.0,94.0,
2024-11-25 19:52:23.172605,,0.0,0.08,57.0,9.537356880147941,
2024-11-25 19:52:23.385461,,1.0,0.08,57.0,94.0,
2024-11-25 19:52:23.598787,,2.7,0.08,57.1,94.0,
2024-11-25 19:52:23.809492,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:24.022917,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:24.234643,,0.0,0.08,57.0,94.0,
2024-11-25 19:52:24.447650,,0.0,0.08,57.0,0.5884738213803886,
2024-11-25 19:52:24.661999,,94.16134791367351,0.08,57.0,94.0,
2024-11-25 19:52:24.874441,,92.5570648060361,0.08,57.0,94.0,
2024-11-25 19:52:25.086498,,1.8,0.08,57.0,6.667808567250745,95.38779651418778
2024-11-25 19:52:25.300241,99.61687577603955,0.9,0.08,57.0,94.0,
2024-11-25 19:52:25.516345,,4.1,0.07,95.20145767269538,94.0,
2024-11-25 19:52:25.728999,,2.0,0.07,57.1,94.0,
2024-11-25 19:52:25.941786,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:26.154868,,1.0,0.07,57.0,94.0,
2024-11-25 19:52:26.367283,98.92024426095897,0.0,0.07,99.05387856273218,94.0,53.318465474675314
2024-11-25 19:52:26.579491,,91.93817388738395,0.07,57.0,94.0,
2024-11-25 19:52:26.792309,,2.0,0.07,57.0,94.0,54.03117015465486
2024-11-25 19:52:27.005201,,2.0,0.07,57.0,94.0,
2024-11-25 19:52:27.217732,92.92191584575374,1.8,0.07,57.0,5.691823906087575,
2024-11-25 19:52:27.429668,,1.0,0.07,98.6329207946227,94.0,
2024-11-25 19:52:27.642562,,96.56728612289254,0.07,57.0,94.0,
2024-11-25 19:52:27.854215,94.16279604232578,2.1,0.07,57.0,94.0,
2024-11-25 19:52:28.073018,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:28.286457,,1.8,0.07,57.0,94.0,77.54752583461227
2024-11-25 19:52:28.496058,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:28.707826,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:28.919776,,1.0,0.07,57.0,94.0,
2024-11-25 19:52:29.132341,,0.0,0.07,57.0,94.0,79.36141483116442
2024-11-25 19:52:29.344495,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:29.557442,,3.0,0.07,57.0,94.0,
2024-11-25 19:52:29.769713,,4.2,0.07,57.0,94.0,
2024-11-25 19:52:29.981097,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:30.225248,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:30.440412,,2.4,0.07,97.24965271806344,94.0,
2024-11-25 19:52:30.652986,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:30.865678,,3.0,0.07,57.0,94.0,
2024-11-25 19:52:31.078239,,3.1,0.07,57.0,94.0,
2024-11-25 19:52:31.290216,,0.8,0.07,57.0,94.0,
2024-11-25 19:52:31.502311,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:31.714473,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:31.927698,,0.0,0.07,57.0,94.0,
2024-11-25 19:52:32.144083,,5.0,0.07,57.0,94.0,
2024-11-25 19:52:32.356662,,1.0,0.07,56.9,94.0,
2024-11-25 19:52:32.569697,,98.24658366774582,0.07,97.10946889902101,94.0,
2024-11-25 19:52:32.782698,,0.0,0.07,56.9,94.0,
2024-11-25 19:52:32.994398,,1.0,0.07,56.9,94.0,
2024-11-25 19:52:33.208494,,1.9,0.07,56.9,3.0588193437839184,
2024-11-25 19:52:33.421039,,1.8,0.07,56.9,94.0,
2024-11-25 19:52:33.633640,,0.9,0.07,56.9,94.0,
2024-11-25 19:52:33.845303,,2.1,0.07,56.9,94.0,
2024-11-25 19:52:34.058496,,0.0,0.07,56.9,94.0,
2024-11-25 19:52:34.270849,,3.8,0.07,56.9,94.0,
2024-11-25 19:52:34.482674,,0.0,0.07,56.9,94.0,
2024-11-25 19:52:34.696881,,1.0,0.07,56.9,94.0,
2024-11-25 19:52:34.908216,,2.8,0.07,56.9,94.0,
2024-11-25 19:52:35.135086,,0.0,0.07,56.9,94.0,
2024-11-25 19:52:35.347928,,3.4,0.07,56.9,94.0,
2024-11-25 19:52:35.566947,,4.9,0.06,56.9,94.0,
2024-11-25 19:52:35.778968,,0.0,0.06,56.9,6.069924428070708,
2024-11-25 19:52:35.990753,,1.8,0.06,56.9,94.0,
2024-11-25 19:52:36.203066,,0.0,0.06,56.9,3.06504699974362,
2024-11-25 19:52:36.417636,,2.5,0.06,56.9,94.0,
2024-11-25 19:52:36.628262,,1.0,0.06,99.01731912870143,3.8178232488311235,
2024-11-25 19:52:36.841436,,90.99386940692354,0.06,56.8,94.0,
2024-11-25 19:52:37.055627,,0.0,0.06,56.8,4.032066016599516,
2024-11-25 19:52:37.268202,104.41184271057624,0.0,0.06,56.8,94.0,
2024-11-25 19:52:37.480558,,3.6,0.06,56.8,94.0,73.61906537172024
2024-11-25 19:52:37.693529,,2.3,0.06,56.8,94.0,
2024-11-25 19:52:37.905180,99.17995389758543,2.8,0.06,56.8,94.0,80.03755946670823
2024-11-25 19:52:38.116265,,96.63904485815057,0.06,56.8,94.0,
2024-11-25 19:52:38.330972,,0.0,0.06,56.8,94.0,97.7892344154105
2024-11-25 19:52:38.544750,,0.0,0.06,56.9,94.0,
2024-11-25 19:52:38.769076,,0.0,0.06,56.8,94.0,
2024-11-25 19:52:38.986610,,0.0,0.06,56.8,94.0,99.71373416206802
2024-11-25 19:52:39.206797,,3.1,0.06,56.8,94.0,83.95425548557373
2024-11-25 19:52:39.422985,,2.0,0.06,56.8,94.0,
2024-11-25 19:52:39.641144,,3.1,0.06,56.8,94.0,
2024-11-25 19:52:39.857583,,91.77512189170008,0.06,56.8,94.0,
2024-11-25 19:52:40.072898,,2.1,0.06,56.8,94.0,
2024-11-25 19:52:40.290496,,0.0,0.06,56.8,94.0,
2024-11-25 19:52:40.505304,,1.8,0.06,99.87769666643162,94.0,73.47296861162394
2024-11-25 19:52:40.718278,,2.2,0.06,56.8,94.0,
2024-11-25 19:52:40.938632,,3.1,0.06,56.8,94.0,
2024-11-25 19:52:41.155498,,1.0,0.06,56.8,94.0,
2024-11-25 19:52:41.371812,,0.0,0.06,56.7,94.0,
2024-11-25 19:52:41.585591,,2.9,0.06,98.95742556118525,94.0,
2024-11-25 19:52:41.807181,,1.0,0.06,99.76373183364109,94.0,
2024-11-25 19:52:42.020632,,0.0,0.06,56.6,94.0,
2024-11-25 19:52:42.235855,,1.0,0.06,56.6,94.0,
2024-11-25 19:52:42.448562,,2.8,0.06,56.8,94.0,
2024-11-25 19:52:42.661828,,6.8,0.06,56.8,94.0,
2024-11-25 19:52:42.875389,,91.95291391349879,0.06,56.8,94.0,
2024-11-25 19:52:43.093495,,0.0,0.06,56.8,94.0,
2024-11-25 19:52:43.305637,,99.63992853153638,0.06,98.01617312418627,5.526068635532651,
2024-11-25 19:52:43.517719,,2.1,0.06,56.8,94.0,
2024-11-25 19:52:43.730902,93.7287473101387,2.1,0.06,56.8,94.0,78.54442475714153
2024-11-25 19:52:43.949908,,4.5,0.06,56.8,94.0,
2024-11-25 19:52:44.161998,,7.8,0.06,57.0,94.0,
2024-11-25 19:52:44.378138,,0.0,0.06,57.7,5.037968655016348,
2024-11-25 19:52:44.588156,,91.8771072498453,0.06,57.7,6.606261492646875,90.76076376546213
2024-11-25 19:52:44.798683,,1.0,0.06,96.79206194720074,3.0198367314923913,50.978577321735955
2024-11-25 19:52:45.010818,,0.0,0.06,57.7,6.11859508937794,
2024-11-25 19:52:45.236535,,1.0,0.06,57.7,94.0,
2024-11-25 19:52:45.454633,90.40942699619654,1.8,0.05,57.6,5.950075791147342,
2024-11-25 19:52:45.667942,,1.1,0.05,98.44189664619411,94.0,
2024-11-25 19:52:45.885066,,4.9,0.05,57.6,94.0,
2024-11-25 19:52:46.104504,,6.2,0.05,57.6,94.0,
2024-11-25 19:52:46.324062,,4.3,0.05,97.45202037072532,94.0,
2024-11-25 19:52:46.538359,,2.3,0.05,57.6,94.0,
2024-11-25 19:52:46.753689,,93.16791888848034,0.05,57.6,94.0,
2024-11-25 19:52:46.972398,,3.0,0.05,57.5,94.0,
2024-11-25 19:52:47.193007,,5.0,0.05,57.5,94.0,
2024-11-25 19:52:47.419533,,6.5,0.05,57.4,94.0,
2024-11-25 19:52:47.635227,,92.67695034738396,0.05,99.85806600264932,94.0,
2024-11-25 19:52:47.854187,,1.1,0.05,57.6,94.0,
2024-11-25 19:52:48.067532,,12.5,0.05,57.7,94.0,
2024-11-25 19:52:48.302275,,17.0,0.05,57.8,94.0,
2024-11-25 19:52:48.519128,100.99375856670983,14.3,0.05,95.90474216443815,94.0,
2024-11-25 19:52:48.733512,,9.6,0.05,57.9,94.0,
2024-11-25 19:52:48.947923,,7.3,0.05,58.0,94.0,
2024-11-25 19:52:49.159418,,11.2,0.05,57.9,94.0,
2024-11-25 19:52:49.371215,,12.7,0.05,57.8,94.0,
2024-11-25 19:52:49.588375,,10.9,0.05,97.53704497570041,94.0,99.6847064507754
2024-11-25 19:52:49.806886,,10.1,0.05,98.98918593831218,94.0,
2024-11-25 19:52:50.026527,,5.9,0.05,57.8,94.0,
2024-11-25 19:52:50.245572,,9.2,0.05,57.8,94.0,
2024-11-25 19:52:50.463177,,9.3,0.05,57.6,94.0,
2024-11-25 19:52:50.680207,,0.9,0.05,98.17877782083899,6.304401670390547,
2024-11-25 19:52:50.891109,,1.1,0.05,57.6,94.0,
2024-11-25 19:52:51.111362,,1.0,0.05,57.6,94.0,
2024-11-25 19:52:51.327718,93.38849678483162,0.9,0.05,57.6,94.0,
2024-11-25 19:52:51.541151,98.32666901264326,8.3,0.05,57.6,94.0,
2024-11-25 19:52:51.760944,,98.219148491629,0.05,57.6,94.0,
2024-11-25 19:52:51.979431,,1.0,0.05,57.6,94.0,
2024-11-25 19:52:52.198895,,1.1,0.05,57.6,94.0,
2024-11-25 19:52:52.419312,,3.4,0.05,57.6,94.0,
2024-11-25 19:52:52.635096,,3.7,0.05,57.6,94.0,
2024-11-25 19:52:52.852303,,0.8,0.05,57.6,94.0,
2024-11-25 19:52:53.068637,,2.5,0.05,57.6,94.0,
2024-11-25 19:52:53.283033,,0.0,0.05,57.6,94.0,
2024-11-25 19:52:53.499283,,97.06136838886887,0.05,57.6,94.0,
2024-11-25 19:52:53.717116,,1.8,0.05,96.78283170467913,94.0,
2024-11-25 19:52:53.955590,,4.2,0.05,57.4,94.0,
2024-11-25 19:52:54.172145,,91.38974796005303,0.05,57.4,94.0,
2024-11-25 19:52:54.389353,,99.4454977549467,0.05,99.64909974589688,5.6706705686749315,
2024-11-25 19:52:54.612822,,96.50689182044357,0.05,57.4,95.0,
2024-11-25 19:52:54.832140,,3.3,0.05,57.3,95.0,
2024-11-25 19:52:55.051891,,2.5,0.05,57.3,95.0,
2024-11-25 19:52:55.281664,,1.1,0.05,57.3,95.0,
2024-11-25 19:52:55.500594,96.6476045358087,1.0,0.04,57.3,95.0,
2024-11-25 19:52:55.716030,,0.0,0.04,57.3,95.0,
2024-11-25 19:52:55.934167,,1.7,0.04,57.3,4.307842830018894,
2024-11-25 19:52:56.147090,,1.0,0.04,57.2,95.0,
2024-11-25 19:52:56.359579,,1.0,0.04,57.2,95.0,
2024-11-25 19:52:56.578017,,1.2,0.04,57.2,95.0,
2024-11-25 19:52:56.792453,,1.2,0.04,57.2,95.0,69.68924828853959
2024-11-25 19:52:57.008766,,1.0,0.04,98.71885018192314,95.0,
2024-11-25 19:52:57.224456,103.86917803782906,1.1,0.04,57.2,95.0,
2024-11-25 19:52:57.441464,,90.97964648867197,0.04,57.2,95.0,
2024-11-25 19:52:57.654699,,1.2,0.04,57.2,5.796489837214587,
2024-11-25 19:52:57.869546,,0.0,0.04,57.2,95.0,
2024-11-25 19:52:58.081461,,7.0,0.04,57.2,95.0,
2024-11-25 19:52:58.302998,,0.0,0.04,57.2,95.0,79.62821987207407
2024-11-25 19:52:58.522689,,5.6,0.04,57.3,95.0,
2024-11-25 19:52:58.737807,,0.0,0.04,57.2,95.0,
2024-11-25 19:52:58.955171,,7.3,0.04,57.2,95.0,
2024-11-25 19:52:59.169660,,5.3,0.04,57.3,95.0,
2024-11-25 19:52:59.386674,,2.2,0.04,57.2,95.0,
2024-11-25 19:52:59.603860,,92.86302172510273,0.04,57.3,95.0,
2024-11-25 19:52:59.818477,,2.0,0.04,57.3,95.0,
2024-11-25 19:53:00.031926,,0.0,0.04,57.3,95.0,
2024-11-25 19:53:00.243869,,4.3,0.04,57.3,95.0,
2024-11-25 19:53:00.465623,,2.0,0.04,57.3,4.066474117606324,87.65082074941863
2024-11-25 19:53:00.677901,,0.0,0.04,57.3,95.0,
2024-11-25 19:53:00.890734,,5.7,0.04,57.3,95.0,
2024-11-25 19:53:01.104729,,3.6,0.04,57.3,95.0,
2024-11-25 19:53:01.317726,,1.0,0.04,57.3,95.0,
2024-11-25 19:53:01.529933,,0.0,0.04,57.3,95.0,52.26377395585495
2024-11-25 19:53:01.742860,,3.8,0.04,57.5,95.0,
2024-11-25 19:53:01.956094,,0.0,0.04,57.5,3.2176375930006063,77.46681548088583
2024-11-25 19:53:02.168954,,1.1,0.04,57.5,1.3938423330703942,
2024-11-25 19:53:02.381389,,2.6,0.04,57.4,95.0,
2024-11-25 19:53:02.628416,,0.0,0.04,57.5,95.0,
2024-11-25 19:53:02.841091,,0.9,0.04,57.5,95.0,
2024-11-25 19:53:03.053169,,2.6,0.04,57.5,95.0,52.7730977373963
2024-11-25 19:53:03.265645,102.95105532167071,0.0,0.04,57.5,8.253038133257544,
2024-11-25 19:53:03.478408,,11.2,0.04,57.5,95.0,56.5886853971985
2024-11-25 19:53:03.701117,,0.0,0.04,57.5,95.0,
2024-11-25 19:53:03.913630,,3.6,0.04,99.47900897955846,95.0,
2024-11-25 19:53:04.125519,98.65859942039039,2.8,0.04,57.4,95.0,70.52400724878464
2024-11-25 19:53:04.337288,,1.1,0.04,57.4,95.0,
2024-11-25 19:53:04.549693,,1.0,0.04,57.5,95.0,50.240850040229226
2024-11-25 19:53:04.779230,,0.0,0.04,57.5,95.0,
2024-11-25 19:53:04.991850,,0.0,0.04,57.5,7.685266499036843,
2024-11-25 19:53:05.204617,,0.9,0.04,57.5,95.0,
2024-11-25 19:53:05.417493,97.09208780897586,95.85069124690733,0.04,57.5,9.7993681140795,
2024-11-25 19:53:05.629968,,6.0,0.04,57.4,95.0,
2024-11-25 19:53:05.842873,,97.31981955964645,0.04,99.09614354895932,95.0,
2024-11-25 19:53:06.054808,,0.0,0.04,57.4,95.0,
2024-11-25 19:53:06.267241,,2.3,0.04,99.86874458552528,95.0,
2024-11-25 19:53:06.479805,,97.51211275366532,0.04,57.4,95.0,
